cluster_id,entity_id,structure_id,label_asym_id,length,resolution,coordinate_coverage,sequence_sha256,mmcif_path,mmcif_sha256,selection_seed
7TBR_1,7TBR_1,7TBR,A,145,1.1,0.9793103448275862,1d1df0855e34b27872ba87cfd4ba0210210821dfdc59f78f786051c814664d9b,mmcif/7TBR.cif,8a3c3e21ac472518460aaafec308e9673bd15748ffd0634df3a87ecea76dd8c0,20260822
1DM1_1,1DM1_1,1DM1,A,146,1.99,1.0,a653db13a651a8d447bd7b1b4a1c54b60d93b80bb3b0f07cf947177c9c2f7d9c,mmcif/1DM1.cif,3c4703de5eccab654eb172c55baabc53a6460b00b29c58f8457f882c41c5c169,20260822
7O8D_1,7O91_1,7O91,A,146,1.1,1.0,f94173538f9f730cc2b89f5fc0dea31f850a222071383b56a4f84ef77354f120,mmcif/7O91.cif,f7539e02f6d5c07a4628d414ca99cb0f3c1f49f09a36db289d7f3817d3471e66,20260822
1MK4_1,1MK4_1,1MK4,A,157,1.7,1.0,b3278e412f812a961e3513f14716a2a0f90e0eeb15263edcf8d31ba038a77385,mmcif/1MK4.cif,0fb4fc3686a72c0ba46aba15c6bcda7e12643369836343e30a0de62f7044ea05,20260822
5WJE_1,5WJE_1,5WJE,A,159,1.765,1.0,caf637eb2192b4d71091ba81b005ae75f1aaf19463ed39720c6ad7be8893f040,mmcif/5WJE.cif,30439e5fb52d5ab142fabdbd450c0a147f7b93248143b02ca3014814c2a3d595,20260822
2I8T_1,1RYA_1,1RYA,A,160,1.3,1.0,1182ddc5b4354c2b35a5e6828145ec6c6054f9b70d25ffb8e1224225ac7eb70b,mmcif/1RYA.cif,56ad607aeb5e190fd36664472ddfada4138f9efc2f5330cc7889f2bed23cf852,20260822
1NB0_1,1N08_1,1N08,B,163,1.6,0.950920245398773,04b73954b1fdc8681de746c69cc6f8790a28adfba07b88675736fb8a73eaf66f,mmcif/1N08.cif,26afe7e8f0488c1b303327932ae50082d347be30f71ba7f28ff79b0f1357eae7,20260822
2C9W_1,7ZLS_1,7ZLS,G,169,1.92,0.9526627218934911,9be222e81b2264cae6a69d89a93328a87be381c48eb1a41f107d12606bc1d472,mmcif/7ZLS.cif,b773b96c9b270c92429220119d302da6fec6d69edef6e099b04ed94a33b82001,20260822
5M26_1,5M26_1,5M26,A,170,1.9,0.9823529411764705,e1be9619eb8df5df3c2f16695132b0de1f1e37512b6946b8392e9544702c0cf5,mmcif/5M26.cif,0c0b3524501c23a72c20c928d71e1ab55db5543c4edd1c202350975e015d6c6b,20260822
7MOD_1,7MOD_1,7MOD,A,171,1.65,0.9590643274853801,6dc175c6e047d656d967fd246dcd12f710dda5de59bcc4620d5d371ce5cc6c4c,mmcif/7MOD.cif,5641a2e588069e6c36a8da84c5af7cb5041051404501048e178fbd6bfd8f5c8f,20260822
7Z1K_1,7Z1K_1,7Z1K,A,172,1.55,0.9593023255813954,7a1b1c91b1d6e7f1c0aafa13b44d67694a5e2e77d46d1f6898e9ffa67fda5c95,mmcif/7Z1K.cif,42cfd4076b7a3e7cce7664e0d1ec12560264eacc3dc8b99472c46c6496c11dc9,20260822
9HTH_1,9HTH_1,9HTH,B,173,1.378,1.0,3535d9a0326545592d50a1d59d1696019c5a995ab71d56d7d69f9d5e54ce91a9,mmcif/9HTH.cif,22d0e64fe6a354b6a2e5369d442102b4b68ae1464e500a7db9c4c0385bc1a031,20260822
4W78_1,4W78_1,4W78,C,178,1.541,1.0,76fc0b9051fbd19a71f117a17d822c43cbb6f1735285531a0c82a2ad2cdefb11,mmcif/4W78.cif,88cb407a83441a22888c50dec304e976ce05294ffbcb729ef764e87d5cbb3300,20260822
3LQH_1,3LQH_1,3LQH,A,183,1.72,0.9508196721311475,70d27f64c6e4cc1071d38e8c4ed64625121d35a44e02ac98cb1c7d0bb333cf6a,mmcif/3LQH.cif,0efe925d6c32230989185f50cb7f8028c2100ed121d2953e68fd37b580a3a21a,20260822
9IKP_1,9IL3_1,9IL3,A,184,1.45,1.0,2ebdea016969b693535e3e1dda9bba138d13d2015ba3a4270320a1e4117537bd,mmcif/9IL3.cif,29f6197b73fd1ac861402e60e4c08fc136a2529a48f2ddb30e3cd2f21548a442,20260822
27AF_1,27AF_1,27AF,A,187,1.52,0.9572192513368984,517d265533fdd9feebe2b810a060c655c735b2c736a72ad8148d4ab6138be06a,mmcif/27AF.cif,45382819e3a0157f031836b1d09fe9565aa0ec8e030461f27af7e4f73985a87a,20260822
1E5K_1,1FR9_1,1FR9,A,194,1.65,0.9536082474226805,13638e5c1f98d19ad103c79ad442eeccde8c182cf0befef18276d6c8423d26d8,mmcif/1FR9.cif,cb4c147aa9fce19f54b9c99aae5266cded928ee2e3f4df2a0aa90255158ae99f,20260822
6MRO_1,6MRO_1,6MRO,A,194,1.6,1.0,98db20e8e111ae6f07ac396be7dc57285140ea7d13cac3774afda3eebf6c4284,mmcif/6MRO.cif,524f293870e15fbb33d8a7b01fd44a90359e4b7d53ee5a56de10432577dedc7f,20260822
2OVJ_1,2OVJ_1,2OVJ,A,201,1.49,1.0,93f5c4738ee2daef966daa2ba3b5bf74e78a4ad3cd7dcaef92f409869dd6b5e1,mmcif/2OVJ.cif,a8af986ae066198bfff8a29d59a17a3b4651dde1312c648b7f1094c0df6c39c7,20260822
1JHF_1,1JHF_1,1JHF,A,202,1.8,0.9752475247524752,eb7cd200d27f5b9f3670c44d47863b48beabe8a1c67e858d101939ab78a2c631,mmcif/1JHF.cif,3f3dac1b04201a3410554d0fb927f9df593da54da8b8d6770fae5021fc4d77ff,20260822
4FMW_1,4JWJ_1,4JWJ,A,202,1.76,0.9554455445544554,c7e04467aca57ae7d37d5472bdd9609fb6c738925f8a39c1f5a75f0860d71a58,mmcif/4JWJ.cif,a66fcc7c6d1c947af5380680c14dc00aac89c7875a2b1d224b1649ddff23d9eb,20260822
6XLW_1,6XLV_1,6XLV,A,204,1.4,0.9950980392156863,b976826f0ea46d2a9548832b0126979ea9acd5ef78341dd71215e42f974c8541,mmcif/6XLV.cif,886757b1baea634020aef3120e99a0478be1649e44412649f6696840954d3807,20260822
2FC0_1,2FBY_1,2FBY,A,205,2.0,0.9560975609756097,d761d601749d5db7f26ec7cdac0ccb19af78d4150ced1998b4922c4b9e6a43e3,mmcif/2FBY.cif,c64dc934ba7879981affcb50515b6c6851958c41ebac6ad750494e93b2180882,20260822
4O6I_1,5LS4_1,5LS4,A,206,1.469,1.0,6410a46072404f040d6b286a5ea2a27cb11af4dba761096d6b5856216dccf834,mmcif/5LS4.cif,a07f5b9b15d7be6b1b9b6e814549eceeb98486cdc04fc091eeee69191f44cca9,20260822
4GEH_1,4GEH_1,4GEH,A,207,1.95,0.9565217391304348,76e2c1408b6f7dcefdb7468ce473ebd48efcb7b2cc20b52e04e42cba4e18f2ed,mmcif/4GEH.cif,2055c8ab0b2db1504646e0abe822d65423558531e93a9c6c5df3140183ea884e,20260822
6UBL_1,6UBL_1,6UBL,A,211,1.499,1.0,e3330f085e6aa21412d123b157cd2af4adcc637864c9a23186acf7fbc6f2c811,mmcif/6UBL.cif,135951394ae86b55451ef2de4e4d54485de924f8caab39295032da81f013c853,20260822
7DG2_2,7DG2_2,7DG2,B,217,1.7,0.9539170506912442,fc703c5e245baefc2e58af75cbb8524abf99e9ae8f021cc01263bebff99698e5,mmcif/7DG2.cif,a97f8ba32103ba961d59d188c12d5537e59c99cac5f7f562d5a02f30f1199c45,20260822
4IGK_1,8RS8_1,8RS8,A,217,1.31,0.967741935483871,8a5a9fab9b9c86077050479e80b3d8dd5a07ec2485f9a5cb9c8059b040f5893c,mmcif/8RS8.cif,aa0e910fddc6766a6879931d22f7eabc1c2a5ed8d5e1182ee2b2ee321d7fa8bc,20260822
2D3Y_1,2D3Y_1,2D3Y,A,219,1.55,1.0,9a39a16a39e1e731214a500f8062c44b0882435415b6eea44aec0c4071243f77,mmcif/2D3Y.cif,3e4561dcbc79b0512287f264b4a2c25fc0ba9da2341f01f7a0e2ebd937b008d9,20260822
1EKJ_1,1EKJ_1,1EKJ,G,221,1.93,0.995475113122172,e4e291fea99fb6f57fb5895bdf6e5ecb4b97ac799278cb92b7219413a9f92765,mmcif/1EKJ.cif,409048fccc05720edbf492133cb91093e5b76543e7de079160f5fe1940dbbb63,20260822
2DDB_1,1XTA_1,1XTA,A,221,1.58,0.995475113122172,6e8da6b2af474a5b00a0e4920b1bbafa97778172ca585c7cf7712a4b2f47e701,mmcif/1XTA.cif,bf7ffe504a4d6f3893b7ce7a2299a5a6afa26af92a2204922e9a832e520255a2,20260822
2BO9_2,2BO9_2,2BO9,B,222,1.6,0.9774774774774775,df492f718d57e39fe6c466d9bb38fbb2f830e485f268479886824c72682a256b,mmcif/2BO9.cif,e7b7dff893feae1d01bf512543f19cd1994d451fa06b0f7c4c2cdcad52e15056,20260822
5HV0_1,2JIG_1,2JIG,A,224,1.85,0.9642857142857143,8f5abeb78554f5100851bd00728d79e7a83546cd6437e8afd6250f4e3f06771d,mmcif/2JIG.cif,f4c6e2b52cfa180f60dc3f38c49a93ff95b39e66d904ed46657ebac97cb7a345,20260822
5IMU_1,5IMU_1,5IMU,A,227,1.9,0.9559471365638766,f82a7fe15dd3f2fa2412efd79e459d0ef59366c85a94b20627f0ac69297fddc2,mmcif/5IMU.cif,877656d0d0f0af9c53d726a50e3fc143172392309b7235bb14c3d92bd489dd5b,20260822
6DQ3_1,6DQ3_1,6DQ3,A,230,1.78,0.9869565217391304,e0dee58a66c169dcf36c81a5da0f18d14360466316112b64596d7a1af565b194,mmcif/6DQ3.cif,f210d86600d65c597bf784ddbce8255aa3ffd7543d0b0b99ca50936d803cb7b8,20260822
2Y33_1,7Q5V_1,7Q5V,A,233,1.17,0.9570815450643777,0377ed4d20b603b1cd789e721e563124e6db2d01b07a39c540cbc740e2ff70c0,mmcif/7Q5V.cif,b2c922ab3fb4bf46be977f5435c98d576da235ffc814df08b33aaf34e8068b39,20260822
5H9I_1,9GK0_1,9GK0,A,244,0.95,1.0,c63bc687caec2eeb11b762f74570d59c4c32019086ade1cee349cea236603528,mmcif/9GK0.cif,e1ad8fafb7164c78e13804048124de092300a147a05361fc3bf9161b6dda6c8e,20260822
3OV9_1,3OV9_1,3OV9,A,245,1.6,1.0,32d95f6d0b61e2c17e1060db7c5ba00c13c735bcbd5e2cd070612a6aeb4ae925,mmcif/3OV9.cif,643a6e27934b4f2cbcdd7eaa759e5935911e749eed5913f0e801766e17b39207,20260822
8Q29_1,8Q29_1,8Q29,A,248,1.5,0.9758064516129032,0172235d06b1222e15b460b9046e8f102319fbafb117a5202e29653900dd2287,mmcif/8Q29.cif,38e5d9acee71fd08d9401ac52536e246b72c591e299d7c372cb1193a21e5f3a9,20260822
1CI3_1,1E2W_1,1E2W,A,251,1.6,1.0,3e036d46615d77deb1ca4427f8594af41bb9654310fbf4837576f22e83de0444,mmcif/1E2W.cif,8cf2d355e3340b2d59114fbb0f12fac54c86e5baea4500208ed19e482bc4b6fd,20260822
6JBO_1,6JBO_1,6JBO,A,251,1.88,1.0,151d7adfb139ff75c69f063e6ec5e062e49730e9c5fa196062eac25e83d9fd79,mmcif/6JBO.cif,578c1a48dda1effa693fd1facde626a29c10a08ad470512b13a5db8ab49d21f3,20260822
2Q46_1,1XQ6_1,1XQ6,A,253,1.8,1.0,76168dd97523078e0a45aa56eaa19b2083f65147dddbeaf5b0423a276be401f7,mmcif/1XQ6.cif,6727b71508a6421da9bd80636ce5e99e6ff81d7f1023e6f25207fa94633fcc85,20260822
5MLD_1,5MLD_1,5MLD,A,257,1.7,0.980544747081712,b1a7b0cc47373ad0cb5c2deb303c67dbc3cf502695dcaf6e6888f1fd4bcd17cf,mmcif/5MLD.cif,6acbf654ba0ae3a0c3b5d24acf32d04519eb07b4e7c358bf56dd23efc9aa9423,20260822
1NBA_1,1NBA_1,1NBA,A,264,2.0,0.9583333333333334,abf7462d31933782a0aebcca9d83e3fe088d1d87e1de6346ef9b6447ee4fcec9,mmcif/1NBA.cif,2583e192b8e5e1c37babf77291b089c5e7712cddf09bc0f438c4f9caefcda4b7,20260822
4N13_1,4N13_1,4N13,A,265,1.3,0.9547169811320755,a50265fafdf5346744fd27b88c2e38241bdf00ba11c415586e3138840fad4761,mmcif/4N13.cif,6de5b34a86df8a5b55f02565dd4d28865c269f49766091fe98e73a015f4cd4c5,20260822
4ATE_1,4ATE_1,4ATE,A,266,1.1,0.9586466165413534,39800685f086a99c4563338b537ead3d0f13ff17003efebfbba3457c6a22fd98,mmcif/4ATE.cif,81f38b66f52ff5ae85597381eb1955e9bcaf3e17898fcb175baecaee15035a46,20260822
2Z4G_1,2YXO_1,2YXO,B,267,1.6,0.9925093632958801,2d4bf312bc89aa5f2f9504a2ab5a4181c2ce36372bdca7791313abf86cd1a411,mmcif/2YXO.cif,5d61daa4966e388b0e7ac1c80dda0c3b0ff1075e4de4f121fe52f7eb6b2c19f8,20260822
1Y89_1,3CSS_1,3CSS,A,267,1.7,0.9887640449438202,7135a6524ea6792d7f68a53e34ffd413171c647b6a880f842fb39512bb984b64,mmcif/3CSS.cif,46195a9d9738f93d5fee3e0a8f3da553965e8849dfabbe44aa6d02f815bc4ab2,20260822
6UVQ_1,6UVQ_1,6UVQ,B,268,1.84,0.9589552238805971,c6144f8c1e63ea47683db2801f391ddf571d9fe9ab959492a06520a204a9f201,mmcif/6UVQ.cif,d2d7bbf8d81192e0cdddb6a87037d67dcfc4ce01e4d1eb925f9484abe9def9c9,20260822
2EIX_1,3W5H_1,3W5H,A,272,0.78,1.0,69b71d0890bc625cd5ac078acb38049f9467d5b97d4b857aedb15dc0eb7a93c4,mmcif/3W5H.cif,92d17738f582c7abf59da27748cf7491a42d4db2f8f98755a3bf06cd3d2de9e3,20260822
8UUC_1,8UUC_1,8UUC,A,275,1.55,0.9963636363636363,01416ea83a1c89b11a4540de5b2f4e57761e71d6acdc6e2f8e527bb89268ea87,mmcif/8UUC.cif,617f7901b06611993029424cbbdf428d0b4a963ed6f1e103121bfdd1b4638b39,20260822
1IUO_1,2RHW_1,2RHW,A,283,1.57,1.0,b9d4bff6fec4d35d43713c732a4ae600b6d921c6f4f1b3a12adf8f1ac9c42b12,mmcif/2RHW.cif,09b715529f8bdf1fdacb9382e04fe62dad4052fa6b8322b2e730f18332cbd161,20260822
2WHL_1,2WHL_1,2WHL,A,294,1.4,1.0,7d3db00866b618f87ace3ca799ce255fd6dbeb8029a869b68e9444441e9d742c,mmcif/2WHL.cif,5c4b1abc82150b11e24291936bb09e991e4815bbeab8aecb5d671fe2d5b0db83,20260822
5B6A_1,5TQI_1,5TQI,A,294,1.5,0.9795918367346939,1155a1ec4e5fcbe49c48f9c0d14abf1250aeb639b0206a6b31c0a57de2be4916,mmcif/5TQI.cif,5d0cd1260fa05472c1103ff0948db7a665b97d8f11eeb26be7145e761adccc2b,20260822
9T47_1,9T47_1,9T47,A,295,1.1,0.9559322033898305,47e60462308dae12dc13a8756681fe34384174ce01adac3bc34ffd86962af24c,mmcif/9T47.cif,8000ab525c158813ea34bb6742427140d7d6a1ff11439a11066454ff964780be,20260822
6OJ1_1,9EP6_1,9EP6,A,296,1.61,0.9695945945945946,052118801ea9920f44be88afc7c61c06225f899f05743b2d8ece3716fdbcf4f3,mmcif/9EP6.cif,e76473261e7cc913d2c6e583fd30c8453c04b5e77e2b4c41706ad1248f91bff0,20260822
9PCS_1,9PCS_1,9PCS,A,300,1.5,0.9833333333333333,ca24eb6cfafbef586ad96c3f40d102d935f61331f129f309ad7f03facc07a658,mmcif/9PCS.cif,4b1b776167524435eb16c4b214c13ee0dd657809e9be733864f48c6b035f6a20,20260822
3FXU_1,3FXQ_1,3FXQ,B,305,1.85,0.9704918032786886,cb57411b8444802d44141bccec435dd1e32623f157ca6bbbacf86098034c56ad,mmcif/3FXQ.cif,cb6c27754f15a4adf61bd86a4e8052d8cbbfd6aa996d2ea36a54fd5b689978f7,20260822
3B8I_1,3M0J_1,3M0J,A,307,1.55,0.9674267100977199,fba07eb22c5d17cfe1e27962b509d455ffaa26c240476be1e32d4a1a7d603324,mmcif/3M0J.cif,eb17ae800dc88cf773cc448cc65657728a41eee03325d61621daf7e40bc8b267,20260822
3KSJ_1,2X26_1,2X26,A,308,1.75,1.0,6f57fb1d1168fdd738b79ee539ed9c2276194b82784db42b9153a17eb9cc20b4,mmcif/2X26.cif,27124175832c5a46ac35c793d75fa775adcd1a3a9fe9fd8efe531e6f416955c3,20260822
6K8P_1,6K5G_1,6K5G,A,309,1.574,0.9773462783171522,f8ad076835a7899f864e3d6aed6312f71f8baf36eccd1e9e31d05ccbac451759,mmcif/6K5G.cif,9634ee6fffd07eadba056cb3c4b0c4b3c26705379a2e9f67e124fb088764b7b3,20260822
2DSK_1,2DSK_1,2DSK,A,311,1.5,0.9646302250803859,b1830467accbb2fa5adb41225c7b042e9690e8ed7fcdb2d156cf2e2399437add,mmcif/2DSK.cif,402fe1db184e9224a0cba1e3ce430303e21f4d11d210e064c540d7bb6b47fa63,20260822
7Z3S_1,1NVM_2,1NVM,B,312,1.7,1.0,2e508afe3239b2e589d3fd2184e5db66785656e8675c89e72aa6bc1f7e3199fc,mmcif/1NVM.cif,4d43881117793426a72ed66df77dee6cd54ebcae92caa2e76ddb08f5b2541620,20260822
3TC1_1,3TC1_1,3TC1,B,315,2.0,0.9682539682539683,7de8550550c4ca8eea0c333f42ccfb790efd174a2705ebe2792da78f5672516e,mmcif/3TC1.cif,edbbf27eeadf37373b12e585cc3c6dea47ec8eadb9b3c19307084a04b334283a,20260822
4PXW_1,9BHS_1,9BHS,A,315,1.43,0.9619047619047619,fa1d3661af7a82fe97a1c04173149a001713e4bd3854fdac975bdb2614384de1,mmcif/9BHS.cif,576fe5a679ece2ac369a1758c5e1432f0c7f1313b725cf64300b927a2f74f806,20260822
1ML4_1,8BPL_1,8BPL,A,316,1.58,1.0,bc6a3548282c6ed0827e18012a531609c9e041ab07a8f0cb92c4531f91ac7344,mmcif/8BPL.cif,933182ee8c4af759e7693c8de88c79de99db4fca120390c2906b173f11aac116,20260822
8X1A_1,4R75_1,4R75,A,321,1.278,0.9906542056074766,d13942bbdaec0038611dcc807ef1e900cdb2a9db3fe0f04c7f3352e1916f76ff,mmcif/4R75.cif,0fd28a05b5d8d263dfc7e1baee687e1d9291d58203191cce03a7c4253f7ecd80,20260822
5JD5_1,8Q03_2,8Q03,C,322,1.48,0.9813664596273292,b0282a8cdafc1b268f647262db52ad0eb016541755eb9716ef8d4d6ba0bb1d6e,mmcif/8Q03.cif,40f3b5d2ff846b83afc2ae1e11ba248ac3a1208722b3a554e75744cc3e14be90,20260822
3EDV_1,3EDV_1,3EDV,A,323,1.951,0.9969040247678018,6de6591dbc2ecbe4a57f046a6cfbb2f4f427ea3d546e946790d8f4182c778dbc,mmcif/3EDV.cif,5320f034fc2ad5e4961e2580fdf19ee22ca5333dfaa921942dd9f01f97311d59,20260822
3BIY_1,6PGU_1,6PGU,B,323,1.72,0.9752321981424149,0e73dae1c1a13a85f6b07164f657ae5575e0b296c844182207ab453b92af698e,mmcif/6PGU.cif,1f38dfcf8f2423dd33b76ccd91358b299d375fe887378f9e989b697da6cb6c62,20260822
1Z2N_1,1Z2N_1,1Z2N,A,324,1.2,0.9598765432098766,be3c131fc102baa4ecb6cad31491ca9d48ebe45928d7c21640c7a473f7b9dbed,mmcif/1Z2N.cif,5ee826ffeaa3dd145d0555daab9f22f7646c928074bf6a1ce4b55f013dc07e65,20260822
9IHS_1,9IHS_1,9IHS,A,331,2.0,1.0,a5ab80e4c28d861b1a452407851964e2f1815ae51a23dbb91e5685488625b01c,mmcif/9IHS.cif,faa424080c02b2505226ddf3a004ecd16d03ee2693b7dff758cdf18c18b70573,20260822
3LZX_1,3LZW_1,3LZW,A,332,1.8,0.9909638554216867,5bcc1b0a511834fb8d5bd83e949c095a12495d8090c787162a39f66ad6286383,mmcif/3LZW.cif,b8f55a45ab40149c217e464089f0b4f841d170494967520c2210f9a1833fe6ba,20260822
4M8Z_1,4J7Q_1,4J7Q,A,333,1.55,0.9669669669669669,f978d63fb535d1f0ccbc3c424cda5b4d7bee4676ef062f889bd950905c542580,mmcif/4J7Q.cif,44c444982bf6753aae187d39e6e9dab3fbeef61c9a8b88172f48f4f5c853939a,20260822
5UGR_1,5UGR_1,5UGR,A,333,1.56,0.96996996996997,afc728a42ea9d5a9369581d5d09171068ca5b7d092ddfd1df03326fb9841c622,mmcif/5UGR.cif,b680efd3e3174fb2a6f34651f630c2f0c7bcbba16a71159e1fd7659c65ee9d51,20260822
5M26_2,5M26_2,5M26,B,341,1.9,0.9736070381231672,3f175e3a0317af4edac4a81c12d1fbebde74e57e67434ee8d6cef08ff1af27a9,mmcif/5M26.cif,0c0b3524501c23a72c20c928d71e1ab55db5543c4edd1c202350975e015d6c6b,20260822
6G1H_1,6G1H_1,6G1H,A,345,1.79,0.991304347826087,9a2d2cd62a0b702f7425b88652ab74b211fba1f146d550d6878dd0dad5cf411c,mmcif/6G1H.cif,b0d529cbe9b21f8500d605dd3febf6af8c52ee078a168e993dddd532246e759c,20260822
1ORR_1,1ORR_1,1ORR,A,347,1.5,0.9740634005763689,435b35171c07f93c3ab0df10e9dcbb0f078c7a5162ab1be3e769683425df7656,mmcif/1ORR.cif,cd43f1d251dc1ddb8f0e6b4ddb1707c0b05726356a439b6cc411626892a40cc2,20260822
7U9U_1,7U9U_1,7U9U,A,347,1.66,0.9798270893371758,9d75c56f3ff517c61e3959a7ae7645b78a29533c17a162d964929b8ed4465110,mmcif/7U9U.cif,1f6a5fbddb4eede60175bf1001e30fc563c117b66bb0cdcd38319d30cff0f168,20260822
5FZO_1,9GDK_1,9GDK,A,348,1.78,0.9798850574712644,d132c97b32af37a4e6ed1e3b781fc86d8c40f1b0c6d2d149a05bb9392ea57e5b,mmcif/9GDK.cif,7d240522fd04249755f0342d473d770373a6625f04f18c775d2e76c013f60890,20260822
